timestamp,car_position_x,car_position_y,angle,speed,sensor_distances,traffic_light_state,action_taken,reward,ai_mode,scenario
1765199216.869623,0.5246422242724077,0.05,47.71680661463634,0.9393351931428775,"[0.18626557010198305, 0.3320108054968611, 0.621303120445386, 0.6584124748189738, 0.698271666311171, 0.9003657862334364, 0.9531853498353262]",yellow,"{""turn_left"": true}",5.036845296833372,hybrid,edge_case_road_boundary
1765199217.869623,0.6219023058859852,0.25051049558038696,-164.58177671816802,3.318228447057492,"[0.6222425107665925, 0.7326077256778226, 0.754503692655272, 0.7919380667444877, 0.6782816615340346, 0.6624314252008203, 0.5290777076799695]",green,"{""turn_left"": true}",7.323976488938635,pure_ml,normal_driving
1765199218.869623,0.6225739515769927,0.4470636598874972,124.60592793991776,2.9853052427141984,"[0.7292016053822465, 0.7246274981393648, 0.4760145051429148, 0.7239991842470671, 0.46175604258746666, 0.9753244646789752, 0.5061168424525762]",green,"{""accelerate"": true}",9.627838656265958,hybrid,normal_driving
1765199219.869623,0.5661045058308162,0.6361652104886473,-85.20399113664551,4.439985510642499,"[0.4622355387737668, 0.7125650004989399, 0.5578054154204716, 0.8624814371223155, 0.7453760466699706, 0.6568359441018511, 0.7982645317698134]",green,"{""accelerate"": true}",13.888057292257665,pure_ml,normal_driving
1765199220.869623,0.5205963901663703,0.7968988344849877,-40.98830575016091,2.6670103063816164,"[0.6702638480450898, 0.8000069212229121, 0.45960495049716227, 0.555512941940006, 0.9900823424165761, 0.4787403139046352, 0.7420284202826373]",green,"{""turn_left"": true}",4.790649151723121,hybrid,normal_driving
1765199221.869623,0.6465394932175292,0.2959030135016519,-33.13468934257774,0.43364178304684786,"[0.19199097077438076, 0.09259700351237521, 0.09678123439505182, 0.29854739960785304, 0.26392244271214654, 0.4332569537084372, 0.6157671352182655]",yellow,"{""brake"": true}",-4.285266704868971,pure_ml,collision_avoidance
1765199222.869623,0.4144400923044137,0.36900373644292367,-67.84884293669107,3.5352435513096614,"[0.5822480205493608, 0.6717049389528744, 0.7317466895344718, 0.5945021876196861, 0.4583886164917287, 0.944208657041953, 0.9566003857293082]",yellow,"{""change_lane_left"": true}",9.080546161467032,hybrid,normal_driving
1765199223.869623,0.18410578667140706,0.33038083974690036,-94.65047040095766,2.6728832520836803,"[0.5948081882548805, 0.92973765687297, 0.7188870087689434, 0.40770137319519917, 0.7668303492601858, 0.708273282507978, 0.5744001936840843]",yellow,"{""change_lane_left"": true}",6.384593358721174,pure_ml,normal_driving
1765199224.869623,0.7440386090044436,0.5608720615617451,-118.55610458829203,4.0473163791398745,"[0.4290488315187248, 0.8012182539965556, 0.47526519753594315, 0.7248052237730576, 0.6080675915152141, 0.9435768002787592, 0.736088269497223]",green,"{""accelerate"": true}",11.638276051787216,hybrid,normal_driving
1765199225.869623,0.8899814075378143,0.7590862445421809,-176.619437084842,2.6409039771796614,"[0.6097846740490372, 0.8931086483416626, 0.9590788318836224, 0.7639983060826712, 0.7355683520197499, 0.6340864293637425, 0.5582638388532821]",yellow,"{""accelerate"": true}",13.199121094710451,pure_ml,normal_driving
1765199226.869623,0.37903085059327657,0.5400802585355996,151.14412886760192,2.6489621902721305,"[0.588597113179548, 0.6111960555330593, 0.40546186823280467, 0.9990249963588914, 0.756562227125244, 0.4387788202578947, 0.597491087689508]",green,"{""accelerate"": true}",10.439177120725844,hybrid,normal_driving
1765199227.869623,0.23391314967829305,0.5676569135821559,29.305361976548475,4.133090757806218,"[0.41229732028594124, 0.8404576315202514, 0.6131471654653604, 0.9491607985719996, 0.9671291778040226, 0.8488789131943397, 0.8628736870621077]",green,"{""accelerate"": true}",8.841001304548193,pure_ml,normal_driving
1765199228.869623,0.748012825917103,0.4570772278941056,26.392403035908263,1.4153149371219782,"[0.0010419097581714444, 0.11992567131788022, 0.1469153013922821, 0.2729363530879806, 0.3992421076065791, 0.3160175812950131, 0.45992116327857097]",green,"{""turn_right"": true}",0.8082868712020748,hybrid,collision_avoidance
1765199229.869623,0.3081371802867219,0.5074825185987992,41.315063880311214,0.36797861694454975,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",green,"{""brake"": true}",-16.714276091803512,pure_ml,sensor_failure_complete_failure
1765199230.869623,0.21978092638399974,0.6316599388823336,178.17179772117348,2.8173499381651084,"[0.5477115107993431, 0.9297582856721093, 0.4376420654936508, 0.672544664840769, 0.7929853656562772, 0.7175213527395123, 0.6443159785828184]",green,"{""accelerate"": true}",9.69288443969386,hybrid,normal_driving
1765199231.869623,0.4682245320372619,0.34689793963791227,-151.96013602919606,2.7342351185796328,"[0.4966497917983763, 0.8388044740074616, 0.8570680474194088, 0.7860838597997846, 0.5610879503408075, 0.7463259893464921, 0.5877280534288101]",green,"{""change_lane_right"": true}",8.86332394377269,pure_ml,normal_driving
1765199232.869623,0.48527769786449404,0.21678033137343525,8.17483608629508,1.9366235637944809,"[0.0, 0.0, 0.4382193297361853, 0.4168157521521375, 1.0, 0.6349764550675793, 0.0]",red,"{""brake"": true}",1.8700268870393622,hybrid,sensor_failure_stuck_sensor
1765199233.869623,0.252101198174014,0.625135669473546,159.5795433168548,2.6365095050605727,"[0.5162767764491517, 0.8104847528409915, 0.7907029821830512, 0.8044386933876365, 0.5497325564154181, 0.8499178093081468, 0.6690092104510184]",yellow,"{""change_lane_right"": true}",9.562174833757165,pure_ml,normal_driving
1765199234.869623,0.315221164281929,0.5793399142061291,48.241998088907,0.6160502595345174,"[0.003139344341515549, 0.07926434452416359, 0.08718069173931725, 0.14094401977360446, 0.23478630865637137, 0.2969195179616183, 0.6689500164342213]",red,"{""brake"": true}",-8.860702083338074,hybrid,collision_avoidance
1765199235.869623,0.647295514508095,0.6387971216878556,12.221436640655615,1.5854324324677322,"[0.7846317056023346, 0.6383836777412873, 0.8311689352055491, 0.6496509794548904, 0.6449929617588124, 0.6944313603107561, 0.4162952587619062]",green,"{""turn_right"": true}",7.861075379100306,pure_ml,normal_driving
1765199236.869623,0.26727869618377814,0.7531319457868788,-48.17375039060495,4.12850992595433,"[0.7551471689865014, 0.9456427306870747, 0.6759020336906725, 0.6663782625585954, 0.6534931412771691, 0.6273606027184397, 0.8771122977804928]",red,"{""accelerate"": true}",-20.6875344500374,hybrid,traffic_violation
1765199237.869623,0.3415811154819718,0.6286480667482358,155.5363905309216,1.2317966790136543,"[0.9731087350380072, 0.7209783290256353, 0.9627137034840099, 0.8457155396215086, 0.5618733378314809, 0.4192083368156293, 0.8292638207595265]",yellow,"{""brake"": true}",3.8360466019817556,pure_ml,normal_driving
